Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
Online  Talent Acquisition Specialist Job ,Premium Job,"Spantronics Pvt Ltd, Pakistan", Job,2 Years Job Exp.,"We are looking for a Talent Acquisition Specialist to join our Human Resources department and oversee our full-cycle recruiting.Talent Acquisition responsibilities include sourcing candidates through various channels, planning interview and selection",Islamabad,30-Mar-22,False,Customer Service Job,0
 Social Media Marketing Expert Job ,,"Active House Technologies, Pakistan", Job,2 Years Job Exp.,"Combines marketing &amp; Social media management skills to architect &amp; enhance company social media presences, including interacting with customers, promoting brand-focused interactive and engaging content, and expanding opportunities for reve",Lahore,30-Mar-22,False,Media Job,1
 Sales And Marketing Executive Job ,,"Galaxy Petroleum Corporation, Pakistan", Job,< 1 Year,Sales Executive Job DescriptionMaking Calls to industries and Generate sales and interest. Engage the customer and ask questions that keep the conversation going,Lahore,30-Mar-22,False,Oil & Gas Job,1
 SEO Expert Job ,,"Advice Associates, Pakistan", Job,< 1 Year,"Advice associate is looking for a competent Seo expert who has a great grip and experience of Search engine optimization, It is highly recommended that newbies should not apply, and kindly mention what tools you familiar with when it comes to work",Karachi,30-Mar-22,False,Marketing Job,1
Online  Senior Sales Representative Job ,,"Bini Tech, Pakistan", Job,Job for Fresh Graduates,"We are looking for fresh and experienced Senior Sales Represenative for USA based project.Applicants with following skills would qualify:- Excellent communication skills (English)
- Has an experience in Pr",Islamabad,30-Mar-22,False,Sales Job,1
 Web Developer Job ,,"Bloomrix, Pakistan", Job,1 Year Job Exp.,"A talented and creative Web Developer with PHP, MySQL, HTML, CSS, and JavaScript skills is required to create best-in-class web solutions for a leading and rapidly growing media company.The position would suit a highly motivated indi",Lahore,30-Mar-22,True,Web & E-commerce Job,1
 SEO Job ,,"Titan Adverts, Pakistan", Job,< 1 Year,"&bull; Planning and goal-setting.
&bull; Develop and monitor campaign budgets.
&bull; Coordinate with digital marketing team, along with web developers, graphic designers and content writers to improve results.
&bull; Identify the late",Islamabad,30-Mar-22,False,Marketing Job,0
 SEO Expert Job ,,"JRZ & Co., Pakistan", Job,3 Years Job Exp.,"Key Requirements:Prior experience in content marketing, content growth and SEOWorking knowledge of search engine optimization practicesOutstanding ability to think creatively, strategically , and identify and resolve problems<",Karachi,30-Mar-22,True,IT Job,0
 Content Writer Job ,,"JRZ & Co., Pakistan", Job,Job for Fresh Graduates,We are looking for an expert creative writerEdit narratives in a creative way and must know how to write those within the word limitAble to carry out research and respond to specific questions by layering relevant content .Mus,Karachi,30-Mar-22,True,IT Job,0
 Unity 3D Developer Job ,,"The Game Diversion Studios, Pakistan", Job,1 Year Job Exp.,We are looking for a passionate game developer with at least 1 year of experience in unity 3D.If you are a passionate game developer and have some amazing ideas in your mind then lets team up and create amazing games.,Lahore,30-Mar-22,True,Computer Software Job,0
 Home Nursing Care Job ,,"Solomon Patient Care Services, Pakistan", Job,Job for Fresh Graduates,"We are hiring Para-medical staff for home Nursing care. Fresh Graduate or Experienced Registered Nurse (Non P.N.C Holder can also apply), Licensed Practical Nurse - (Aid Nurse), Male or Female Nursing Attendent, Midwife, L.H.V, Baby sitters, Ward",Karachi,30-Mar-22,False,Nursing Job,1
 Telemarketing Sales Representatives For Night Shift  Job ,,"Trans Global Services, Pakistan", Job,< 1 Year,"Positions Vacant For Male &amp; Female In Night Shift. US Based English Call Center, Faisal Town, Lahore.Shift Timing : 08:00 PM To 05:00 AM (Mon - Sat)No Prior Experience RequiredWe do not charge for any Interview fees.<p",Lahore,30-Mar-22,False,Customer Service Job,0
 Dermatologist Job ,,"Hersche Medical Center, Pakistan", Job,Job for Fresh Graduates,"Consultations, providing screening tests and undertaking non-invasive surgical procedures.Hersche Medical Center",Faisalabad,30-Mar-22,False,Medical & Dental Job,1
 PHP Programmer / Developer Job ,,"SG Allied Businesses Ltd., Pakistan", Job,3 Years Job Exp.,"A well known Job Board team is looking for a PHP Programmer / DeveloperHaving good experience in PHP with using Microsoft SQL Server in back-end,The candidate should be excellent in Debugging of a running application</l",Karachi,30-Mar-22,True,IT Job,1
 Mechanical Engineer Job ,,"SG Allied Businesses Ltd., Pakistan", Job,5 Years Job Exp.,We need a Mechanical Engineer.Experience of minimum 5 years of fabrication and erection.Must be responsible and execute tasks with reminding and followups,Karachi,30-Mar-22,False,Agriculture Job,0
 Php & Mob Software Developer Job ,,"SG Allied Businesses Ltd., Pakistan", Job,3 Years Job Exp.,"We are looking for a PHP programmer &amp; Mobile developer. Incumbent must have worked on large scale portals / CMS using PHP frameworks.
Must have good understanding of database systems and should be able to optimize complex queries.",Karachi,30-Mar-22,True,IT Job,0
Online  Network Engineer Job ,,"ATL Solutions, Pakistan", Job,< 1 Year,ATL Solutions require hard working young blood to run our core network as service provider for various institutions across the country.Network Administrators having 16 years of eductaion in computer sciences/IT/information security with cer,Abbottabad,30-Mar-22,True,IT Job,1
 Customer Support Officer Job ,,"dreamX, Pakistan", Job,3 Years Job Exp.,We are looking for customer support officers to join our team. You will need to respond to calls and emails enquiries,Islamabad,30-Mar-22,False,Customer Service Job,0
 Experienced Digital Marketing Manager  Job ,Hot Job,"My Own Business, Pakistan", Job,3 Years Job Exp.,We are a USA based company with 4-6 websites. We need a SEO specialist who can manage our websites. You must be able to perform multi-tasking and work according to USA timing which is 3rd shift.Description:On pa,Lahore,29-Mar-22,True,Web & E-commerce Job,0
 Call Centre Sales & Communication Trainer  Job ,Premium Job,"Spantronics Pvt Ltd, Pakistan", Job,1 Year Job Exp.,"The sales and communication trainer / coach at Spantronics Pvt Ltd will be responsible for delivering outbound and inbound sales training to new hire and incumbent team members using learning methodologies and practices, conducting classroom train",Islamabad,28-Mar-22,False,Customer Service Job,1
 Bidding On Freelance Websites (Business Development Executive) Job ,,"SEOWebHelper, Pakistan", Job,3 Years Job Exp.,"We are looking for a business development executive for our remote digital agency.An ideal candidate should have prior business development experience through bidding on various freelance platforms like upwork, freelancer, fiver, Guru and,",Burewala,28-Mar-22,False,Marketing Job,1
 3D Game Artist / Game Graphics Designer Job ,Gallery Job,"OSA Studio, Pakistan", Job,3 Years Job Exp.,As a 3D artist you&rsquo;ll spend time drawing concept art for new game prototypes &amp; building their gameplay animations in 3D rendering software so that we can test it&rsquo;s market value before the prototype goes into full production. Once w,Lahore,28-Mar-22,True,Computer Software Job,1
 PHP Laravel / CI Job ,,"Codiansoft , Pakistan", Job,< 1 Year,"We are Looking for a motivated PHP / Laravel developer to come join our team of professionals.Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platforms
Build innovative, state-of-the-a",Karachi,27-Mar-22,True,Web & E-commerce Job,1
 Front End Developer  Job ,,"DIGIWISED A Software Solution Company , Pakistan", Job,1 Year Job Exp.,"We are looking for programmers with a keen eye for design for the position of Front End Developer. Front end Developers are responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum eff",Karachi,27-Mar-22,True,Web & E-commerce Job,1
 PHP Developer Job ,,"DIGIWISED A Software Solution Company , Pakistan", Job,1 Year Job Exp.,"We are looking for a PHP Developer having minimum 1 Year experience.Knowledge of PHP web frameworks (such as Laravel, CodeIgniter)The candidate will develop and maintain various php websites, including api",Karachi,27-Mar-22,True,Web & E-commerce Job,0
 Telesales Representative Job ,,"Superior Connections Pvt Ltd , Pakistan", Job,< 1 Year,"We are hiring , Telemarketing Executive for Outbound Call Center Night Shift ( USA Compaign)
Job Timings : 7:45pm To 5amRequirements:
* Fresh &amp; Experienced both can apply
*Excellent Communication Skill
* Team",Lahore,27-Mar-22,False,Customer Service Job,0
 Customer Service Executives Needed For UK Based Company Job ,,"CabCall Experts (CCE), Pakistan", Job,2 Years Job Exp.,*ARE YOU LOOKING FOR A JOB IN A CALL CENTER? YOU JUST CAME AT THE RIGHT SPOT!*CabCall Experts (CCE) is a company which has affiliation with UK based Taxi Companies a,Islamabad,27-Mar-22,False,Customer Service Job,1
 Android Developer Job ,,"Raccoontech, Pakistan", Job,1 Year Job Exp.,We are looking for experienced application developer with good programming skills for Android developer post. Candidates must know about terms of development tasks and must know the latest technologies used for mobile.Experience: 1-3 years<,Islamabad,27-Mar-22,True,Computer Software Job,1
 Game Developer Job ,,"Raccoontech, Pakistan", Job,1 Year Job Exp.,"RaccoonTech is Hiring Unity 3D Game developer.The ideal candidate must have experience working in Unity, must be passionate about creating games in a Production Environment.",Islamabad,27-Mar-22,True,Computer Software Job,0
 Compliance & Money Laundering Officer  Job ,,"RUSD , Pakistan", Job,3 Years Job Exp.,"We are looking for an experienced Research Analyst for an investment company.The incumbent is required to:- Prepare &amp; update manuals including Compliance, AML, Corporate Governance
- Prepare, perform &amp; update KYC &amp; Ot",Lahore,27-Mar-22,False,Legal Job,0
Online  Customer Service Representative - USA - Fluent English Job ,,"Back Office DDS (SMC-PVT) Limited., Pakistan", Job,< 1 Year,"Customer Service Representative - USA - Fluent English Needed.No Sales, No Commission &amp; No Targets - Only Fix Salary.This Position is Evening Shift 7 pm - 3 am from November to March &amp; 6 pm to 2 am from March to November.",Karachi,27-Mar-22,False,Customer Service Job,1
 Unity Game Developer Job ,,"Alam Digital, Pakistan", Job,1 Year Job Exp.,Alam Digital is looking for Passionate Game Developers to join our Team. The ideal candidate must have experience of 3D Games Development in Unity. Fresh Graduates can also apply having FYP in Gaming.#hiring #game #gamedevelop,Islamabad,27-Mar-22,True,Computer Software Job,1
 PHP Developer Job ,,"OneClout, Pakistan", Job,1 Year Job Exp.,"OneClout is a software consultancy firm based in Lahore, Pakistan. We are looking for a junior PHP Developer to join our expanding team of IT experts.We provide industry-leading mapping solutions and",Lahore,27-Mar-22,True,Computer Software Job,0
 Web Developer  Internee Job - Excellent Learning Environment Job ,,"ITKING.ORG, Pakistan", Job,< 1 Year,"The Position:
We&rsquo;re looking for a full-time internee with experience in OOP, HTML, CSS, Javascript and PHP.
This job is ideal for fresh graduates who are looking for internships, but remember that we are only hir",Hyderabad,26-Mar-22,True,Computer Software Job,0
 Business Development Executive Job ,,"Concept Recall, Pakistan", Job,< 1 Year,For Day Shift (1 PM to 10 PM) &amp; Night Shift (10 PM to 7 AM)We are in search of a highly motivated Business Development Executive having at least 3 TO 6 MONTHS experience in online marketing &amp; bidding.Acquiring business throug,Karachi,26-Mar-22,True,IT Job,0
 Sourcing Manager For T-Shirts And Active Wear Job ,Premium Job,"Uni Hosiery Co. Inc., Pakistan", Job,5 Years Job Exp.,"NOTE: Apply By Sending Your CV/Resume to: hrdpk@unihosiery.comCandidates with less than 5 years experience will not be considered for this position.
A US based national-leading hosiery importer i",Faisalabad,26-Mar-22,False,Procurement Job,0
 Game Developer - Unity Developer Job ,,"InVogue Technologies, Pakistan", Job,1 Year Job Exp.,"We are looking for passionate game developers. Both experienced and fresh graduates can apply.Most important Requirement
- You must be a good programmer
- Must have a passion for games
- Strong problem so",Lahore,26-Mar-22,True,Computer Software Job,1
 Magento Developer Job ,,"Intelsys.se, Pakistan", Job,3 Years Job Exp.,"Intelsys is a Leading Trusted Technology Development Agency in Sweden. To deliver tangible measurable Business Values to global enterprises.
#Magento #developer
We are looking for experienced Magento developers and this role will be",Lahore,26-Mar-22,True,IT Job,0
 Assistant To Project Manager / Junior FALSE ,,"Urban Planning and Design Pvt. Ltd., Pakistan", Job,2 Years Job Exp.,"Essential Duties and Responsibilities: The nature of employment is full-time i.e 48 (8X6) hours a week, including Saturdays, additional half-days (when required).You are required to assist in managing project",Islamabad,26-Mar-22,False,Architect Job,0
 Telesales Representative Job ,,"Prestige International, Pakistan", Job,1 Year Job Exp.,"The Telesales Representative will be responsible for telephone and email prospecting; qualifying and processing marketing leads for the sales team; generating summarized reports of their key findings, as well as identifying and closing incremental",Islamabad,26-Mar-22,False,Sales Job,1
 Bancassurance Financial Consultant Job ,,"Jubilee Life Insurance, Pakistan", Job,1 Year Job Exp.,Jubilee Life is looking for energetic and enthusiastic Bancassurance Financial Consultants to be part of the internationally recognized brand!How To Apply: Interested candidates should apply now.WE ARE,Islamabad,26-Mar-22,False,Insurance Job,0
 Booking Officer Job ,Hot Job,"Roadmaster, Pakistan", Job,2 Years Job Exp.,"Job ResponsibilitiesDemonstrates excellent customer service skills; responds promptly to customer needs, responds to requests for service and assistance, Able to work independently and handle most Ticket Office questions wi",Lahore,25-Mar-22,False,Admin Job,0
 Customer Relationship Officer Job ,Hot Job,"Roadmaster, Pakistan", Job,2 Years Job Exp.,Job Overview:We are looking for Guest experience management officer responsible for looking after the needs of guests in a professional manner.GEMS to provide high-quality service to our customers. Y,Lahore,25-Mar-22,False,Marketing Job,1
 Social Media Manager Job ,Hot Job,"My Own Business, Pakistan", Job,2 Years Job Exp.,"The Social Media Manager will administer the company&rsquo;s social media marketing and advertising.Administration includes but is not limited to:Deliberate planning, strategy and goal settingDevelopment of brand awareness and",Lahore,25-Mar-22,True,Web & E-commerce Job,0
 Social Media Expert Job ,,"Anewrecruit.com, Pakistan", Job,3 Years Job Exp.,"Advise, implement and execute day to day strategy for each social media platform: Facebook, Instagram, Twitter, and YoutubeEnsure maximum effectiveness by staying up-to-date with any changes on all social platformsBecome kno",Lahore,25-Mar-22,False,Marketing Job,0
 Full Stack .Net/Angularjs Developer Job ,,"Intelicle, Pakistan", Job,3 Years Job Exp.,"Huge Plus:
&bull; Experience on IIS.
&bull; AWS experience.
&bull; Git experience.
&bull; Knowledge of C_sharp with SQL server Responsibilities:
Web development, specialized in w",Islamabad,25-Mar-22,True,Computer Software Job,0
 VEU .JS Developer Job ,,"iPlex Pvt Ld, Pakistan", Job,2 Years Job Exp.,We are looking for an expert JavaScript developer who is highly skilled with Vue.js.We are looking for an expert JavaScript developer who is highly skilled with Vue.js.Description:- Developing user-facing appl,Islamabad,25-Mar-22,True,IT Job,0
 Web Developer Job ,,"Spread Technology, Pakistan", Job,3 Years Job Exp.,"As a PHP Web Developer, you will be involved in all aspects of the software development lifecycle. We need true software engineers who are experts at what they do. A few details are listed below:Writing code for primary application.</l",Kohat,25-Mar-22,True,IT Job,1
" Event Booking, Management Staff Or Trainee Job ",,"Real Estate Online, Pakistan", Job,< 1 Year,"Suitable Exp. staff or trainees are required for Booking of events in Marriage Hall besides looking after maintenance affairs and managing events.The official would be required to undertake the responsibility of events booking, managing eve",Karachi,25-Mar-22,False,Sales Job,0
 Intern For Realestate And Online FALSE ,,"Real Estate Online, Pakistan", Job,< 1 Year,"Intern required for Online Online sales &amp; marketing through websites, Real estate (DHA &amp; Bahria Town Karachi) Job would require training of Data entering, web searching, Online sales &amp; Marketing of General items &amp; property (Real es",Karachi,25-Mar-22,False,Real Estate Job,1
 Digital FALSE ,,"Real Estate Online, Pakistan", Job,1 Year Job Exp.,"We are looking for Web designer/developers, Digital marketing, Photoshop, Online sales &amp; Marketing experienced or Just passed out who can run Digital digital marketing institute independently besides managing affairs of online sales though own",Karachi,25-Mar-22,True,IT Job,1
 Java Developer Job ,,"Zaryans Consulting Pvt Ltd, Pakistan", Job,2 Years Job Exp.,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications.You will be part of a talented software team that works on mission-critical applications. Java developer roles and resp",Islamabad,25-Mar-22,True,IT Job,1
 Graphic Designers Job ,,"MERAJ International, Pakistan", Job,2 Years Job Exp.,We are looking for Graphic Designers for our product branding SEODigital MarketingContent writer/management,Lahore,24-Mar-22,False,Education Job,0
 Sales & Marketing Executive Job ,,"OnTime International Shipping & Logistics, Pakistan", Job,< 1 Year,"Sales &amp; Marketing Executive DescriptionSales &amp; Marketing Executive / Freight Forwarding
Location: Lahore
Job Type: 
Applicant Qualifications:- Bachelor&bull; Must have experienced in Freight Forwar",Lahore,24-Mar-22,False,Sales Job,1
 CSR Job ,,"Colsum Pvt Limited , Pakistan", Job,Job for Fresh Graduates,We are looking for people who can speak fluent english with neutral accent.We are providing services all over the usa .,Lahore,24-Mar-22,False,Customer Service Job,1
 Asp .Net Developer Job ,,"Intellimedsol, Pakistan", Job,1 Year Job Exp.,"We are looking for a dedicated and professional Asp.Net developer in our ongoing projects.The ideal candidate should have a minimum of 1 year experience in ASP.NET MVC, C++, jQuery, Bootstrap and MSSQL.Must have an aesthetic sense in",Islamabad,24-Mar-22,True,IT Job,1
Online  Product Specialist Job ,,"Deltacom Technologies & Services, Pakistan", Job,< 1 Year,You will be given training on our products. Also your responsibility will be to establish contact with the relevant &amp; concerned persons with the customers over the phone &amp; email and visit them as on when required. Product sales is the main,Karachi,23-Mar-22,True,IT Job,0
 Capsule Operator Job ,,"Glitz Pharma, Pakistan", Job,5 Years Job Exp.,1. OPerating of Automatic and Sami Automatic Capusle filling machine2. Sorting of rejections3.Team Handling.4. Machine mirror setting and resolving problems.,Rawalpindi,23-Mar-22,False,Pharma & Biotechnology Job,1
 Website Graphic Designer Job ,,"OpusTech, Pakistan", Job,1 Year Job Exp.,We are looking for someone with at least 1 year of web graphic design experience who is well-versed in digital design to join our team as a full-time.Our main focus is on websites.The position will primarily be done physi,Faisalabad,23-Mar-22,True,Web & E-commerce Job,1
 Packing Girls Job ,,"Glitz Pharma, Pakistan", Job,1 Year Job Exp.,1. Packing of Pharmaceutical medicines2. Sorting of Pharmaceutical Medicines3. Printing of Unit Cartons.4. Working on rejectionsApply now,Rawalpindi,23-Mar-22,False,Pharma & Biotechnology Job,0
 Unity Developer Job ,,"Getty Code, Pakistan", Job,3 Years Job Exp.,"We are looking for an Unity Developer who possess a passion for pushing mobile technologies to the limits.
A well reputed software house located in Faisalabad requires an Unity Developer with at least one year of experienceSkills Requir",Faisalabad,22-Mar-22,True,IT Job,0
 Head Chef Job ,,"Gurgaon Restaurant, Pakistan", Job,4 Years Job Exp.,"We are looking for an experienced chef who expertise in Peshawari cuisine such as Dumba Karahi, Kababs and all sorts of Desi Karahis.Handsome package will be given to the person who is willing to work with us. We are a new restaurant",Lahore,22-Mar-22,False,Hospitality Job,1
 Senior Web Developer Job ,,"Intelligent Business Technologies, Pakistan", Job,2 Years Job Exp.,"We are looking for an experienced web developer who has good knowledge of WordPress, Custom PHP Programming, PHP Frameworks, mysql etc...",Gujrat,22-Mar-22,True,Web & E-commerce Job,0
 Freelance SEO Link Builder Intern Job ,,"SEO Expert Adviser, Pakistan", Job,Job for Fresh Graduates,SEO Expert Adviser is a startup digital marketing firm. We are currently looking for motivated and energetic individual to join our team as &#39;Freelance SEO Link Builder - Intern&#39;. This is a home based internship.The selected candidate will,Lahore,22-Mar-22,True,IT Job,1
 Call Center Executive Job ,,"Vortex Communication, Pakistan", Job,< 1 Year,"We are looking agents for our call center with good communication and skills.
qualification required for this job is from inter to bachelor&#39;s level.
male and female both can apply for this job.
attractive salary packages and bonuse",Lahore,22-Mar-22,False,Customer Service Job,1
 Executive Assistant To CEO Job ,,"Elixir Securities Pakistan (Pvt) Ltd., Pakistan", Job,3 Years Job Exp.,A Karachi based leading consultancy and advisory company is looking for the services of a well educated and organized Executive Secretary for its CEO / Director.The candidate should be good in written and spoken English with strong org,Karachi,22-Mar-22,False,Admin Job,0
 Senior React Native Mobile Application Developer Job ,,"iMage Sol, Pakistan", Job,2 Years Job Exp.,"2+ years of professional experience working with React Native.4+ years of professional software development experience.Experience working with Swift, Objective C, and Java a plus but not required.Meaningful experience working",Lahore,22-Mar-22,True,Computer Software Job,0
 Associate Wordpress Designer & Developer Job ,,"iMage Sol, Pakistan", Job,1 Year Job Exp.,"Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.Advance knowledge of WordPress.Must be able to customize Wordpress according to the client&rsquo;s requirements.Knowledge of di",Lahore,22-Mar-22,True,Computer Software Job,0
Online  Team Manager Job ,,"Adamjee Life Assurance, Pakistan", Job,< 1 Year,Build sales team to achive business targetSales ManagmentBuilding of sale teamAchive business targetSalry plus override commssionMedicalLife insurance,Rawalpindi,22-Mar-22,False,Insurance Job,1
 Game Planner Job ,,"Spartans Global , Pakistan", Job,< 1 Year,"Passionate &amp; hobbyist of Video Gaming; Mobile, PC, Console etc
Good Communication Skills especially in English
Beginner Level knowledge of Mobile Gaming Industry
Graduation in Software Engineering or CS is preferable
Hands on M",Islamabad,22-Mar-22,True,Computer Software Job,0
 Experienced Android Developer Job ,Gallery Job,"Futuresol Tech, Pakistan", Job,< 1 Year,We are looking for a skilled android developer with at least one year experience in the app development.,Islamabad,22-Mar-22,True,Computer Software Job,1
Online  Sales Executive Female Job ,,"Innovien, Pakistan", Job,Job for Fresh Graduates,We need sales Executive for construction company salry plus commission.location in gulberg,Lahore,22-Mar-22,False,Construction Job,1
" Mobile Application Developer (Android, Ios) Job ",Gallery Job,"Eclairios, Pakistan", Job,1 Year Job Exp.,"Android, iOS developers required for our company.Candidates must have at least 1+ year(s) of experience in their relevant field.Android App development (Using Android Stud",Islamabad,22-Mar-22,True,IT Job,0
 Market Place Professional To Launch A Campaign From The Foundation Job ,,"DueClix.com, Pakistan", Job,3 Years Job Exp.,A very busy firm is looking for an experienced market place professional to set up campaigns on the following marketplaces:AmazonWalmarteBayShopify,Karachi,22-Mar-22,True,Web & E-commerce Job,1
 Junior Accounts Officer Job ,,"Hawk Bio Pharma Pvt Ltd., Pakistan", Job,< 1 Year,"This job is at a growing pharmaceutical company at their manufacturing facility, at Rawat Industrial Area Rawalpindi.The candidate would be required to post journal entries, maintain accounts receivable, accounts payable and payroll. He/She",Rawalpindi,22-Mar-22,False,Production Job,1
 Python Developer Job ,,"Invozone, Pakistan", Job,2 Years Job Exp.,"InvoZone is a growing company in Lahore, headquartered in Malaysia, that offers a combination of consulting, outsourcing and specialized services to global clientele across all types of web and mobile app development.The company w",Lahore,22-Mar-22,True,Computer Software Job,0
 Audience Host Job ,,"MICRON, Pakistan", Job,3 Years Job Exp.,"Your role is to entertain and inform an audience by presenting information or entertainment in an accessible and attractive way. You&#39;ll introduce, host (or co-host) a programme, create links b",Karachi,22-Mar-22,False,Sports Job,0
 Unity Developer Job ,,"Creative Distrix, Pakistan", Job,2 Years Job Exp.,"We are looking for a an experienced Senior Unity 3D Developer who has an in-depth understanding of Code and can create a Game that speaks to the client and is at par with the market standards.Candidate must be passionate about his work i-e, Unity",Lahore,18-Mar-22,True,Computer Software Job,1
" CG Artist, Game Designer Job ",,"Creative Distrix, Pakistan", Job,2 Years Job Exp.,"We are looking to hire CG Artist with relevant experience of 1.5 years or more in Gaming Industry. Candidate create a good concept, Character/Splash from scratch Environment.The ideal candidate will be accomplished in worki",Lahore,18-Mar-22,True,Computer Software Job,0
 Senior Java Developer Job ,,"Royal Cyber Inc, Pakistan", Job,5 Years Job Exp.,Royal Cyber is looking for a Senior Java Developer to work with the international clients.,Karachi,18-Mar-22,True,IT Job,0
 Unity Developer Job ,,"The Game Diversion Studios, Pakistan", Job,1 Year Job Exp.,We are looking for a passionate game developer with at least 1 year of experience in unity 3D.If you are a passionate game developer and have some amazing ideas in your mind then lets team up and create amazing games.,Lahore,18-Mar-22,True,Computer Software Job,0
 Senior React Native Mobile Application Developer 40 Hours Per Week Job ,,"Technology Diagnostic, Pakistan", Job,4 Years Job Exp.,"2+ years of professional experience working with React Native.4+ years of professional software development experience.Experience working with Swift, Objective C, and Java a plus but not required.Meaningful experience working",Islamabad,18-Mar-22,True,IT Job,1
 UI / UX Designer  Job ,,"Creative Thumb, Pakistan", Job,1 Year Job Exp.,We are looking for a Web Designer who is responsible for creating highly usable and visually engaging website designs across all content management systems and devices while staying in line with project scope.,Karachi,18-Mar-22,True,Web & E-commerce Job,0
 Customer Service Executive ( Inbound ) Job ,,"DTECH International, Pakistan", Job,2 Years Job Exp.,"Job DescriptionThe target is to ensure Excellent Service Standards, respond efficiently to customer inquiries and maintain high customer satisfaction.Responsibilities:- Manage large amounts of incoming calls- Generate s",Karachi,17-Mar-22,False,Customer Service Job,0
 HR Executive Job ,Hot Job,"Spartans Global , Pakistan", Job,< 1 Year,Plan and execute recruitment and employee engagement activitiesIssue and provide support to payrollsMaintain a good office cultureReview and update HR policies and proceduresMaintaining HR database,Islamabad,17-Mar-22,True,Computer Software Job,0
 Project Coordinator (Night Shift) Job ,,"Metro Consulting Grid, Pakistan", Job,1 Year Job Exp.,"Jr. Project Coordinator will coordinate all workload for Metro Consulting Grid and its subsidiaries. In this role, the candidate will be responsible for planning, organizing, and administering company projects and coordinating the work assigned to",Islamabad,17-Mar-22,True,IT Job,1
 Inside Sales Agent (Night Shift) Job ,,"Metro Consulting Grid, Pakistan", Job,1 Year Job Exp.,"As a Lead Generator, you will be responsible for as part of a team to support the Account Executives in prospecting and building a pipeline of qualified leads to meet business plans, quotas, and company objectives. The ideal candidate should be am",Islamabad,17-Mar-22,True,Telecom Job,1
 HR Executive Job ,,"Cridio Studio, Pakistan", Job,2 Years Job Exp.,Cridio Studio immediately requires to fill 1 opening for Associate Manager HR role to manage the HR operations of its pakistan based office and Offshore emplyees.Requirements:A suitable candidate for this role,Lahore,17-Mar-22,True,Computer Software Job,0
 Office Assistant  Job ,,"Technostad Engineering Services , Pakistan", Job,< 1 Year,Technostad Engineering Services is looking for a candidate as an office assistant to assist in daily business controls. Eligibile candidates can send the resume to designated emailJob Responsibilities will include:</st,Sargodha,17-Mar-22,False,Supply Chain Job,0
 Office Coordinator  Job ,,"Energy And Power Solutions Company, Pakistan", Job,< 1 Year,Need a candidate who can handle the accounts and FALSE in our office.Candidate should be able to associate with the company for a long term .,Lahore,17-Mar-22,True,Engineering Job,0
 Web Developer Job ,,"Magma, Pakistan", Job,5 Years Job Exp.,IntroductionTPL Maps team is a part TPL Trakker. We&rsquo;re looking for an experienced Java developer to join our team.You will be joining a highly talented team and will be working on some o,Islamabad,17-Mar-22,True,IT Job,1
 Java Software Engineer Job ,,"Magma, Pakistan", Job,5 Years Job Exp.,IntroductionTPL Maps team is a part TPL Trakker. We&rsquo;re looking for an experienced Web developer to join our team.You will be joining a highly talented team and will be working on some of,Islamabad,17-Mar-22,True,IT Job,1
 Senior Dot Net Core API Developer Job ,,"Autymate Technologies, Pakistan", Job,15 Years Job Exp.,"Major Responsibilities:Ability to understand existing architecture and implement new integrations based on that architectureResponsible for the coding, design, unit testing and documentation of all integration",Lahore,17-Mar-22,True,Web & E-commerce Job,0
Online  TeleFALSE ,,"Invictus Solutions, Pakistan", Job,Job for Fresh Graduates,"We are hiring males.We will be providing you basic salary with free training for fresh agents, to start a dynamic career in a call center industry and for experience agent to boost their professional career with good working environment.</p",Faisalabad,17-Mar-22,False,Sales Job,1
 PHP Full Stack Web Developer  Job ,Gallery Job,"Idealogy, Pakistan", Job,4 Years Job Exp.,"Idealogy looking for a talented and detail-orientated Senior Web Developer. This position requires a developer with the skills and experience in building modern web applications using the latest back-end and front-end technologies.
Candidate should h",Peshawar,16-Mar-22,True,Web & E-commerce Job,1
 Office Assistant Job ,,"Knysys, Pakistan", Job,1 Year Job Exp.,We are looking to hire Office Assistant/Data Entry Operator.Please share resume now.,Karachi,16-Mar-22,True,IT Job,1
Online  Web Developer Job ,,"Arete Apps, Pakistan", Job,1 Year Job Exp.,This position is for a Senior PHP Web Developer with at least 1-2 years of Professional Experience. We are looking for a talented personality with strong problem-solving and analytical skills and the ability to execute actions necessary to achieve,Islamabad,16-Mar-22,True,Computer Software Job,0
 Project Engineer Job ,Hot Job,"Urbansole, Pakistan", Job,5 Years Job Exp.,"Education: B.E / BSC (Electrical Engineering) from a recognized university.Experience: Around 5 years of experience in a well reputed Solar company, complete know how of the site surveys, installatio",Lahore,16-Mar-22,True,Engineering Job,1
 VB.Net / C# Developer Job ,,"Innova Soft, Pakistan", Job,1 Year Job Exp.,We are looking for VB.net / C# developer having intermediate skills who will be working on our existing projects and enhance its features.,Lahore,16-Mar-22,True,IT Job,0
