Experience Required,JD,Job Name
< 1 Year,"At TheTekServices, our people are our most important resource and we always welcome highly skilled people. We&rsquo;re looking for a talented PPC (Pay Per Click) Specialist to plan and run PPC campaigns and track paid search budgets. The ideal can", PPC Specialist Job 
< 1 Year,We urgently need an experienced programmer as Full-time with hands-on experience working with PHP/MVC Frameworks (especially Codeigniter). The required candidate should have great expertise working with complex PHP/MYSQL/MVC applications. The use, Web Developer Job 
2 Years Job Exp.,We are looking to hire an experienced &quot;Magento/Wordpres Developer&quot; to build and maintain eCommerce websites for our clients. The ideal candidate must have experience of custom extnensions and plugins development experien, PHP / Wordpress Developer Job 
5 Years Job Exp.,Roles &amp; Responsibilities:Leading the development and deployment teams.Collaborating with Product Managers on establishing requirements and overall design.Collaborating with management to develop o, Software Development Manager Job 
Job for Fresh Graduates,"Soft Nation Technologies is urgently looking for a HR Intern. If you want to give a kick start to your Career. This is a right time to grab a best job opportunity, if you are passionate about your professional start up, this is th", HR Intern Job 
1 Year Job Exp.,"Application should have hands-on experience of Custom PHP, Wordpress, Magento, OpenCart and Prestasho platforms and knowledge of extensions and plugin development and also must have good searching skills. Also, should be verstyle in managing maint", PHP Developer  Job 
< 1 Year,We are looking for an energetic resource to manage social media platforms. Must have at least one year experience in the relevant field., Social Media Manager Job 
Job for Fresh Graduates,"We are looking for fresh graduates (developers) to work on projects who is passionate about new technologies and not afraid of learning new skills.Must be Punctual &amp; Regular.Design, build, and maintain efficient, reusable, and re", Senior MVC Developer Required  Job 
2 Years Job Exp.,"RockSteady is looking for ReactJS Developer
&bull; Should have hands-on React JS.&bull; Should have experience with Node Js&bull; Should be able to consume the REST APIs in React.
&bull; Develop new user-facing features.", React JS Developer/ Node JS Developer Job 
2 Years Job Exp.,We are hiring for a Senior Android Developer&bull; Must Experience in Android keyboard&bull; Publishing of at least 1 android Keyboard app (with working link)&bull; Both males and females can apply, Android Developer Job 
2 Years Job Exp.,"We are looking for an ASO (App Store Optimization) Expert Candidate will be responsible for Apps Downloads, Ranking and Rating. Analysis of Different Apps Store markets and also has to provide the recommendation and suggestion for Apps. Candidate", ASO Expert - App Store Optimization Job 
Job for Fresh Graduates,We are looking for SEO interns.Posting daily articles on blogging platforms and optimizing for best search results.Interlinking posts and articles and social sharing the daily post.Demonstrated ability to learn and, SEO Internship Job 
3 Years Job Exp.,"We are looking for a PHP Web DeveloperExperienced in PHP/Core Custom Development.Experienced in Wordpress (Theme &amp; Plugin Development)Be highly proficient with RESTfull APIs, JSON Google Map API&#39;s, online payment gatew", PHP Web Developer Job 
3 Years Job Exp.,"We are looking for WordPress Developer having 3 years or above experience to telecommute(work from home) and become an integral part of our offshore development team, can develop/create, manage and maintain WordPress based multiple websites. Must",Online  Senior Full Stack Wordpress Developer Job 
2 Years Job Exp.,We are looking for an female individual who can manage the telemarketing &amp; telesales along with good communication skills in verbal &amp; writing. Soft spoken &amp; well behaved with corporate personals, Female TeleFALSE 
Job for Fresh Graduates,Female can encourage to apply for this post.Job Type: Internships (Fresh Graduate can also apply)Note: 3 months internships after completing your internship we are providing permanent job depend on your performance.Job Type: F, SEO / SMM Internships  Job 
< 1 Year,"Business Development Officer Responsibilities:
&bull; Contacting potential clients to establish rapport and arrange meetings.
&bull; Planning and overseeing new marketing initiatives.
&bull; Researching organizations and individuals to", Business Development Officer Job 
3 Years Job Exp.,"Allure SEO is a fast growing Digital Marketing Agency based in New York serving clients all over the USA. We&#39;re looking for Digital Marketing Executive (SEO, SEM, SMM) that will perform Search Engine Optimization, Digital Marketing Campaigns,",Online  SEO Expert / Manager Job 
3 Years Job Exp.,NOTE:************ This is Software related Job. Kindly apply ONLY if you have software development experience. No Accountants or Admin Officers should apply to this job role. ********C# / WPF Developer is required for a permanent postion. If you are, WPF Developer Or Windows Winform Developer Job 
3 Years Job Exp.,"The candidate must have a thorough understanding of designing Excel templates, simple to complex Excel built-in functions, charts, tables and have ability to apply the same to business situation. Apart from user level Excel understanding, applican", Microsoft Excel Designer And Technical Expert / VBA Developer Job 
3 Years Job Exp.,We are looking to hire experienced Microsoft Access/ VBA developers to Join our team. You will be responsible for production support and enhancements of several complex Microsoft Access applications written in VB6 with Access UI and Access or SQL, Microsoft Access/ VBA Developer Job 
2 Years Job Exp.,"EuroAfrica Travel Ltd, A UK based employer is looking for a good &#39;SEO&#39;. We need someone who can work on our inhouse website. We want an experienced person. Kindly mention in your CV your previous projects. Thanks"," SEO, Link Building Expert  Job "
5 Years Job Exp.,The candidate will be responsible for:To develop code for Android Application using JavaTo develop code for iOS Application using Objective C (it&rsquo;s plus to have SWIFT knowledge)To deliver projects as per the dea, Android Developer & Ios Developer Job 
5 Years Job Exp.,Quality Assurance- Minimum 6 years of working experience- Minimum 3 years of banking applications experience- Executing test cases- Developing test cases- Developing test plans- Documentin, Senior SQA Specialist  Job 
< 1 Year,"We are looking for Front-End Developers, who should have an affinity, some experience and skills with modern web and mobile technologies and architecture. Selected candidates will be part of an onshore-offshore software development team and contri", Junior Frontend Developer Job 
2 Years Job Exp.,"We are looking for a dynamic individual who serves our customers in their managing of Human Resource speicially in IT / ICT &amp; development sector.Indivudal must be looking towards a long-term engagement, preferbly a female", Human Resource Job 
< 1 Year,We are looking for a skilled UI/UX Designer who has a focus on end-user ease of use and functionality of the application. The UI/UX Designer should have a good knowledge of new tools and design trends in the industry., UI/UX Designer Job 
2 Years Job Exp.,"Job Type: Full-timeSalary: Rs30,000.00 to Rs45,000.00 /monthEducation:Bachelor&#39;s (Required)Location:Karachi (Required)Design and build advanced applications for the IOS or Android platfor", Mobile App Developer  Job 
< 1 Year,CQ Technologies is a renowned software house that provides Technological and Software solution for its clients worldwide. We need talented developers to replenish our workforce. Individuals that have a medial proficiency for software developement, Software Developer Job 
4 Years Job Exp.,"Integration of user-facing elements developed by front-end developers.Build efficient, testable, and reusable PHP modules.Solve Complex performance problems and architectural challenges.API integration, web services", PHP Developer - Codeigniter Job 
1 Year Job Exp.,Soft Nation Technologies is looking for a SEO Link Builder to manage our search engine optimization and marketing activities., Jr SEO Link Builder Job 
1 Year Job Exp.,"SoftNation is looking for a creative Animator to develop excellent visual frames with 2D or other techniques. Your work will give life to story-lines and characters in films, games or videos. They can easily turn a script or a concept into an impr", Jr Creative Animator/Storyboard Artist Job 
1 Year Job Exp.,Soft Nation Technologies is looking for a Jr. Illustration Artist to work on multiple video graphics projects. Must be capable of taking a script or idea for a business need and bringing it to life through illustrative mediums. Shift timings will, Jr. Illustration Artist (Night Shift) Job 
< 1 Year,"Soft Nation Technologies is looking for a Junior Creative Content writer with basic search engine knowledge to join our Digital Marketing team and enrich our websites, product description, social media, and SEO with new content and blog posts. It&", Junior Creative Content Writer Job 
< 1 Year,Soft Nation Technologies is urgently looking for a Sales Executive (Night Shift). If you want to give a kick start to your Career. Come join our team., Sales Executive (Night Shift) Job 
3 Years Job Exp.,"Tejar.pk is looking for an experienced, professional and disciplined &ldquo;UX Designer&rdquo;Age: 25-40 yearsExperience: 3-5 yearsQualification: No degree required, (Computer Science preferred)S", UX Designer  Job 
Job for Fresh Graduates,"We are searching for a highly-creative Digital Marketing Manager to lead our marketing team. In this position, you will be responsible for all aspects of our marketing operations. Your central goal is to help grow our brand&rsquo;s influence local", Digital Marketing Inter/Job Job 
1 Year Job Exp.,"- Excellent Debugging and Optimization skills- String Knowledge of Game Programming and Architecture- Minimum 1-2 Years Experience- Worked or willing to work on Both Idea based and trend-based games- A self-motivated, i", Unity 3D/2D Game Developer Job 
2 Years Job Exp.,"Red Cubez - RawalpindiWe are looking for keen energetic individual, who can perform in a fast paced environment utilizing cutting edge technology. The vacancy is at our branch office in Bahria Town, Rawalpindi. The candidate should be able", Java Application Developer Job 
3 Years Job Exp.,"Excellent understanding of Python and strong knowledge of various Python Libraries and Framwork ( Django), API&#39;s and toolkits;Experience with using Selenium or similar tools;RESTful web service development;Understanding an", Sr.Software Engineer ( Python Development/ Django)  Job 
1 Year Job Exp.,We are seeking for Full-Stack PHP(Code Igniter/Laravel) developers.  &amp; experienced candidates are encouraged to apply.," PHP Full-Stack Developer (Code Igniter, Laravel) Job "
2 Years Job Exp.,We are looking for experienced application developers on Android platform. The person shall be autonomous in terms of development tasks and must know the latest technologies used for mobile apps development.Expert knowledge of Android, Android Developer Job 
3 Years Job Exp.,"Summary: The primary focus will be on developing user interface components and implementing them following well-known ReactJS workflows (such as Redux).Experience: 2+ Year in ReactJS, 3+ years in Jav", React Developer (Software Engineer) Job 
1 Year Job Exp.,"We are looking for an online bidder who will be responsible for managing the entire bid process, ensuring a high level of excellence. Applicants must have outstanding communication skills, combined with the ability to understand technical concepts", Business Development Executive Job 
< 1 Year,VoIPMEN is looking for Creative content writer and blogger who are well acquainted with SEO writing Techniques both (On-page and Off-page). Office Timing is 1:00 PM to 10:00 PM. You will be required to write:Engaging BlogsPR P, Senior Content Writer  Job 
3 Years Job Exp.,"We are looking for a Person with dynamic personality for the post of Marketing / Sales Executive at our Islamabad office.The candidates having experience in:Preparing &amp; Giving Presentations,Business", Sales And Marketing Executive Job 
1 Year Job Exp.,"We are looking to hire a dedicated SEO Content Writer (female) to create content for blogs, articles, product descriptions, social media, and the company website.Location: Joher town, LahoreExperience: 1 yearRESPONSIBILITIES:<", Creative Content Writer Job 
2 Years Job Exp.,We Need a Freelancer Website Developer who work on our Company Website &amp; Also work for Our Customer Website. Much be Creative Mind &amp; Hard Working,Online  Wordpress Developer Job 
2 Years Job Exp.,"Softaxion is looking for an individual who can join our profession team of developers and provide assistance in web, mobile and desktop application development. You must have capacity to learn and adapt latest technology.
Note: We do not o", Web And  Mobile App Developer Job 
4 Years Job Exp.,"At least 3+ years of experience of designing and development of web applications.Develop, and maintain cutting edge web-based PHP applications using industry-standard tools and techniques.Hands-on experience in PHP MVC frame", Senior Php/Laravel Developer Job 
2 Years Job Exp.,"Job OverviewPolar Strategy is an enterprise technology company headquartered in Atlanta, GA, USA. We are growing at a rapid pace and are currently looking for a project manager for our office in Lahore. If you think you are", Project Manager Job 
Job for Fresh Graduates,"Rex Machinery is looking for a social media expert who can help in business develoment projects. Canidate should be able to maintain and make new social media campaigns on various platforms. Engage customers through social media channels, maintain", Social Media Executive Job 
< 1 Year,Appedology is hiring a Female Customer Sales Representative for an International Campaign.Benefits:-Complimentary pick and drop service.-Market competitive package.-Medical Insurance., Customer Sales Representative - Night Shift Job 
1 Year Job Exp.,"Working with an international company having office in UK, Middle East &amp; Pakistan. eurotech is an official distributor of European &amp; US brands for highly quality products and focussing quality conscious customers.Job Descript",Online  Customer Support Engineer /Advisor  Job 
2 Years Job Exp.,"Having 1-2 years of experience in a similar roleAssisting in planning, building and implementing overall digital strategyCreating content for website and social mediaManaging social media and other relevant digital channels</p", Digital Marketing Executive Job 
1 Year Job Exp.,"We are looking for a Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central", PHP / Wordpress / Laravel Job 
Job for Fresh Graduates,electrical engineer in power station who can work in erection in a new power House, Electrical Engineer  Job 
Job for Fresh Graduates,Define or review a business problem or opportunity using problem and opportunity analysis techniques in order to develop a solution scope.Identify key deliverable based on the business requirements in order to manage customer expectations and direct, Project Management Intern Job 
5 Years Job Exp.,"Why Miracle Technologies Inc.For over two decades, many of the world&rsquo;s leading firms have relied on Miracle as a trusted IT solution provider and center of excellence in IT advisory, infrastructure design, build, delivery and managed", System And Network Administrator Job 
< 1 Year,Support the development and implementation of HR initiatives and systemsProvide counseling on policies and procedures set by management.Be actively involved in recruitment by preparing job description, HR Officer  Job 
3 Years Job Exp.,We are looking for a Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure product quality. Location: LahoreExperience: 3-4 yearsRESPONSIBILI, Software Quality Assurance Tester Job 
1 Year Job Exp.,"RegBits (Pvt.) Ltd. is looking for Backend Software Engineers (Minimum 1-year Experience in backend languages is preferred) with Computer Science degree for full-time work(Fresh can also apply).
The incumbent will be worki", Back End Developer Job 
Job for Fresh Graduates,"Are you looking for A job?Hiring CSRJoin us at CONFERO Solutions, Hiring Fresh and Experienced CSR (Male or Female both can apply)Required skills:Good communication skillsPunctualFluent in english</",Online  Call Centre Agent Job 
2 Years Job Exp.,we are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers. Your primary focus will be development of iOS applications and their, IOS Developer Job 
< 1 Year,Synapse Consulting is one of the leading consulting firms working in areas such as Operation Research and Software Development (Mobile / Web) and Consultancy. Synapse Consulting is looking for  Automation Testing, Automation Testing Job 
< 1 Year,Builds business by identifying and selling prospects; maintaining relationships with clients.Identifies business opportunities by identifying prospects and evaluating their position in the industry; researching and analyzing sales options.<,Online  Corporate Sales Executive Job 
2 Years Job Exp.,"Gather and evaluate user requirements in collaboration with product managers, clients and developers.Illustrate design ideas using storyboards, process flows and sitemapsDesign graphic user interface elements.Develop UI mockup", UI/UX Designer Job 
Job for Fresh Graduates,We are looking for a talented individual for the position of Junior SEO/ SEO Link Builder who is a skilled communicator and able to collaborate with various teams. Current knowledge of SEO practices and techniques is essential to this role., Junior SEO / Link Builder Job 
2 Years Job Exp.,Must have at-least 1 year of expirence in required field. Should be able to bid for projects on freelauncer and Upwork with a good success rate., Business Developer Job 
4 Years Job Exp.,"Plan and create digital strategies with a focus on ROI and achieving client goalsLead strategic meetings, discuss ideas, present strategies, report on resultsDeep collaboration with Business DevelopmentOwn the full",Online  Marketing Manager Job 
4 Years Job Exp.,We are looking for an outstanding full-time Digital Marketing Expert in Lahore. You will be working normal hours (minimum 40 hours a week) Monday to Friday. This role will be to manage Digital marketing functions of the company websites and social, Social Media Expert Job 
3 Years Job Exp.,"Responsibilities:Invent new ideas for branding, advertising campaigns, and marketing messages. Need to understand design and smart copy, and recognize fresh approaches to advertising. Presenting concept visualization", Creative Designer Job 
3 Years Job Exp.,"ISolution is looking for an experienced seo specialist. We are based in the UK and we love to collaborate and work remotely. Technical ExpertiseCreate high quality backlinks using ethical SEO techniques
Fi", SEO Link Building & Content Outreach Specialist Job 
< 1 Year,Soft Nation Technologies is urgently looking for a Business Development Executive (Night Shift). If you want to give a kick start to your Career. Come join our team., Business Development Executive (Night Shift) Job 
2 Years Job Exp.,SoftNation Technologies is looking for an experienced Full-Stack Developer. Candidates who wish to apply should be having a minimum of 2 years of experience. Job Requirements. &bull; In-depth knowledge &amp; hands-on experience of widely used PHP, Full Stack Developer Job 
3 Years Job Exp.,"We urgently need an experienced programmer with excellent communication skills and hands-on experience working with PHP/MVC,Code-Igniter Frameworks ( especially Code-Igniter ).Requirements:Essent", Senior PHP Developer  Job 
7 Years Job Exp.,"Business Development and Strategic Planning:Develop, manage and empower Interactive Group to drive sustainable account management and development as well as drive new business growth and penetration in relation", Sales/Account Manager Job 
3 Years Job Exp.,"-Implement integrations requested by customers
-Deploy updates and fixes
-Provide Level 2 technical support
-Build tools to reduce occurrences of errors and improve customer experience
-Develop software to integrate with internal b", Devops Engineer Job 
1 Year Job Exp.,We&rsquo;re looking for a talented front-end developer with a WordPress background to join our team. It&rsquo;s an opportunity to work on cool projects and learn from some seriously talented developers and expand your skill set.We do a lot, Wordpress Developer Job 
1 Year Job Exp.,We are in search of WordPress/SHOPIFY Developer with good knowledge and experience of building WordPress/SHOPIFY websites and plugins with best practices and standards, Web Developer Job 
4 Years Job Exp.,"Service of Senior Developers having skills in developing dynamic Web Applications / Web Apps are required. This will be a long term opportunity to get inside this growing organization and really make an impact. Flexible with learning on the job, w", Senior PHP Developer Job 
Job for Fresh Graduates,"Proactive, passionate and have the needed perseverance for creating great software in an imperfect world
Ability to work both independently and with teammates in a fast-moving environment
Strong analytical and design skills, and attention", Fullstack Dev. (PHP / ANGULAR) Job 
3 Years Job Exp.,"We are looking for an experienced senior mobile app developer to design, develop and deploy mobile app solutions which include components across the Artificial Intelligence spectrum such as Chatbots, Virtual Assistants, and Machine Learning. This"," Sr. Mobile App Developer AWS Lambda, AWS Cognito, AWS SNS And IAM Job "
1 Year Job Exp.,We are looking for a PHP/Wordpress Developer for our Web Design Company and offering a full-time job for a competent developer having at least one year of industry experience. We are based in I-8 Islamabad., PHP/Wordpress Developer Job 
3 Years Job Exp.,"Senior Full Stack Developer (AWS), the opportunity to work with a company that values you, and the community, and it&#39;s changing and affecting people&#39;s lives across the country. This is a chance to join an amazing IT organization and work i", Senior Full Stack Developer (AWS) Job 
2 Years Job Exp.,We are looking for individual candidates for each post (Native Android and Native IOS) with excellent skills. Candidates with professional experience background and having extra ordinary mobile development logic are encouraged to, Android Developer / Mobile Application Developer Job 
3 Years Job Exp.,We are a Signs and Printing company located in NYC. We are looking for a 3RD SHIFT graphic designer who is skilled with print and web graphics. Job will be remotely in the starting and afterword&rsquo;s from office in Gulberg. You will be working, Graphic Designer - Home Based  Job 
3 Years Job Exp.,We are a USA based sign company with having an office in Lahore. We are looking for an energetic and well driven Social Media Specialist Who has in depth knowledge of Social Media Marketing. The goal is to improve our brand recognition in the mark, Social Media - Skilled And Experienced Can Apply Job 
1 Year Job Exp.,"Pioneer 3d Studio is looking to hire a business development manager. We offer software-related services in Web, Mobile, Graphics Design, and Digital Marketing.Experience: 6 Month Minimum.ResponsibilitiesIdentify potential", Business Development Executive  Job 
1 Year Job Exp.,"Gumption Technologies is based in Adiala Road, Rawalpindi, Pakistan. We are looking for web developers in PHP with at least 1 to 2 years experience.", PHP Web Developer Job 
6 Years Job Exp.,We are looking for a highly motivated and energetic software engineer to join our growing team.The ideal candidate will be working on projects that may requires constant innovation and new technologies exposure.The ideal candidate sh, Software Programmer .Net / Asp.Net Engineer Job 
2 Years Job Exp.,We are looking for experienced WordPress - Front-end Developers.As a Web Developer your skills should include:, Wordpress Developer Job 
2 Years Job Exp.,We are looking for a Graphic and web designer with minimum of 2 years of experience. Candidate should be detail oriented and be able to translate concepts and information into images., SEO Expert / Graphic Designer Job 
1 Year Job Exp.,"CreativeMorph is hiring a Full Stack JavaScript Developer (Node, React, Angular and/or React-Native)!!
Responsibilities:
&bull; Responsible for developing customer facing Web and Mobile Applications from the ground up
&bull; Ful", Javascript Developer Job 
2 Years Job Exp.,"Sales &amp; Marketing Executive develop Local and oversee marketing campaigns to promote products and services. Executives are likely to work closely with other employees in areas such as advertising, market research, production, sales, and distri", Sales & Marketing Executive Job 
5 Years Job Exp.,"We are looking to hire Senior PHP Laravel developers.
He/She will be work in an agile, dynamic environment and will be responsible for multi-faceted software development, integration, and application builds.
Job Description:", PHP Developer / PHP Web Developer / Laravel Job 
Job for Fresh Graduates,We are looking to hire few wordpress interns. Candidates with hands on experience of using wordpress are encouraged to apply.NOTE: THIS IS AN UNPAID INTERNSHIP AFTER SUCCESSFUL COMPLETION OF INTERNSHIP YOU WILL BE OFFERED A JOB WITH A REASO, Internship Leading To Job Wordpress/PHP Job 
1 Year Job Exp.,"Work experience as Suite CRM Developer
Experience in PHP development and associated tools.
Experience in relational database design and development using MySQL and MS SQL Server
Experience in creating and consuming Restful API services", PHP Developer (Suitecrm Development) Job 
2 Years Job Exp.,"Job Responsibilities:Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platformsEnsure HTML, CSS, and shared JavaScript is valid and consistent across applicationsUtilize backe", Senior Laravel Developer Job 
2 Years Job Exp.,"Professional Android developers are require to join us . Candidates having hands on developing mobile apps using Video Editing,Video Filters,Video AR Filters,Exo Player,Video Player Cache,Streaming using exp player, video caching,Retrofit", Android Developer Job 
1 Year Job Exp.,"We are hiring expert &quot;Vue Js Front End Developer&quot; Responsibilities:
- Maintain existing code base
- Improve performance
- Add new features and custom components
- Improve UI and UX - Optimizing y", Front End Vue Js Developer Job 
1 Year Job Exp.,We are seeking to hire talented Web and Mobile Front End UI/UX Software Engineer who has keen knowledge and experience of creating modern User Interfaces &amp; Designs for web-based desktop and mobile applications. You will design and code the ove, React Developer Job 
< 1 Year,Hamara Mazdoor SMC PVT Limited is expanding. And we are looking for an SEO Expert to boost Hamara Mazdoor online presence and thus generate online leads.An ideal SEO expert would create new pages/blogs on our website and using keywords tech, SEO Expert  Job 
< 1 Year,"Looking a Female Executive for telemarketing through phone and social Media,
Minimum experience at least 2 years of Sales with Client Dealing
Record names, addresses, purchases, and reactions of prospects contacted.
Adjust sales script", Telemarketing Executive Job 
1 Year Job Exp.,We are looking for an Android Developer who possesses a passion for working with latest mobile technologies. Developer will work with our team to design and build the next generation of our mobile applications.Designing and building ad, Android Developer Job 
Job for Fresh Graduates,Reviewlancer is looking for a talented iOS Developer to develop and maintain our suite of applications across Apple devices.Your primary focus will be the development of iOS applications and their integration with back-end services.</l, Ios Developer Job 
2 Years Job Exp.,"We are looking for an Electrical Embedded Engineer having;&bull; BS in Electrical Engineering/Computer Engineering/Computer Sciences
&bull; 1-5 years of experience in embedded software development
&bull; Good grip on programming con", Electrical Embedded Engineer Job 
< 1 Year,"Spartans global a company that makes android games is looking for a 3D modeler
Job descriptions&bull; The 3D Modeler will be responsible for creating virtual worlds and characters, environments and props&bull; Create and m", 3D Modeler  Job 
3 Years Job Exp.,"Performs basic accounting functions such as ledger/fund analysis, cost analysis, invoices, fund reconciliation, posting, and fiscal control of inventory. Prepares financial reports from standard operating statistics and/or financial data. Investig", Accountant Job 
2 Years Job Exp.,"MUST HAVE GOOD IT KNOWLEDGE OR PRIOR IT SALES EXPERIENCEKEY JOB DUTIES:
On a daily level, your job is likely to include:
Attending initial sales meetings and meeting the client
Determining a client&rsquo;s business requir", IT Sales Executive Job 
3 Years Job Exp.,Tourslice SMC PVT LTD is a well known tourism company  for in bound tourism. We are hiring new staff for our branch office. Currently we&#39;re searching for social media Experts., Social Media Expert Job 
3 Years Job Exp.,"We need experience Website designer. Expert in HTML, CSS5.Attractive salary will be offered.", Creative Website Designer  Job 
5 Years Job Exp.,"Proven working experience in Requirement Understanding, test planning, Test Design and Test ExecutionAt least 3 to 5 years relevant experience of testing Corporate Banking and Channels/Cash Management applications.Hands-On w", Software Quality Assurance Engineer (Schemes Testing) Job 
2 Years Job Exp.,"Odacious is searching candidates for the position of Graphic Designer to join its office based in Gulberg, Lahore. The ideal candidate will have a very strong aesthetic sense and a strong command over Photoshop, Illustrator. The primary job of the", Graphic Designer Job 
1 Year Job Exp.,Digit Creators is hiring fresh/experienced office-based content writers for making model papers. The incumbent should be able to produce quality academic content within the required time frame. We provide a platform that helps you grow immensely., Content/Research Writer Job 
1 Year Job Exp.,We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applicati, Android Developers Job 
1 Year Job Exp.,"We are looking for a hard working, dedicated and self motivated developer with expertise in PHP and Yii Framework.Expereince doesn&#39;t matter as far as you have stronag concepts &amp; fundamentals.This opening is for LAHO", PHP Developer With Yii Framework Job 
3 Years Job Exp.,MacroSoft Pakistan is looking for a skilled Java Developer with 2 to 4+ years of exp. who is comfortable with both front &amp; back end programming. He will be responsible for developing &amp; designing front end web application using Angular 2.x, Java Developer Job 
4 Years Job Exp.,"About us:We are an eCommerce platform provider based out of Sydney, AustraliaWhat we&#39;re looking for:An experienced front-end developer to help build eCommerce websites and bu",Online  Senior .Net Core MVC Front-End Developer Job 
< 1 Year,We&#39;re looking for a makreting person to go out in market and bring some business for our sofrware house.we&#39;ve softwre house and institute as well so we want someone who&#39;s very active in this field and knows about web/andr, Marketing Executives Job 
< 1 Year,"HIRING GRAPHIC DESIGNER.Creactic Hub is hiring a graphic designer who can design quality flyers, posters, banners, brochures, facebook ads, logos etc.
Candidate must have a strong portfolio and must be expert in Adobe Photoshop and Adob", Graphic Designer Job 
2 Years Job Exp.,Proven customer support experience or experience as a client service representativeResponsibilitiesManaging incoming calls and customer service inquiriesGenerating sales leads that develop into n, Customer-Oriented Service Representative Job 
< 1 Year,"o Able to convert PSD files into a responsive WordPress pageo Hands-On experience on WordPress, Bootstrap, Media Queries, HTML/CSS etc.", Front End Developer  Job 
< 1 Year,Framework: Code Igniter/LaravelCandidate having proven experience of building management software&rsquo;s are highly Preferred., PHP Developer Job 
3 Years Job Exp.,Our company is seeking a mechanical design engineer with atleast 3 years of design experience possibly with solidworks or related packages. Designer should poses the following attributes.To design a range of mechanical parts and assemblies, Mechanical Design Engineer Job 
1 Year Job Exp.,We are looking for a professional to join our Web Engineering team with a good understanding of Microsoft .Net Technologies. The ideal candidate should have prior experience of working with ASP.NET MVC PlatformResponsibilities:<, ASP.NET Developer Job 
1 Year Job Exp.,"We are looking for a professional to join our team of technical solution specialists with a good understanding of IT services including Web Hosting, Email Server, database server, Application Server an Cloud Computing along with data center servie",Online  Email And Server Administrator Job 
< 1 Year,Fluent in Speaking EnglishPerson with Prior call center experience wil be preffered.Shift Timings : 7pm to 4amGood environment, CSR / Telecom Data Management Executive Job 
< 1 Year,NORDIC TECHNOLOGIES is looking for an Android Developer to join our team of developers!We want a developer that possesses a passion for pushing mobile technologies to the limits.You will work with our team of talente, Android Developers Job 
3 Years Job Exp.,"Age Bracket: 25-35.Gender: Male.Education: Min Masters Required In Related Fields.Experience: Planning &amp; Resources, Leader, Project Management 3+ Years Minimum.
From one of the leading Companies, M", Project Manager Required For A Software House (DOTKLICK) Job 
1 Year Job Exp.,"Five River Solutions is looking for EXPERIENCED Game Developer to join the existing team. You will be working on variety of tasks (from simple to complex level), including development, performance tuning, deployment, and ensuring", Game Developer (Unity 3D) Job 
1 Year Job Exp.,"Urgently seeking for a passionate PHP Developer to join our team!Responsibilities:Keen knowledge on PHP, MYSQL, Java script, Wordpress, HTML &amp; CSSExcellent coding skills in magento 2Strong command o", PHP Developer Job 
3 Years Job Exp.,"Golpik Inc is in need of a talented Content Writer to create compelling blog posts, product descriptions, social media content, and web copy.We&rsquo;re looking for someone who will help us expand our digital footprint and drive more value", Technical Content Writer Job 
7 Years Job Exp.,"Sr. Front End Developer Company OverviewTazteq-PK is a sisters&rsquo; company of Global Engineering Services business and it is a process automation and outsourcing company, based ,", Senior Front End Developer  Job 
< 1 Year,1-2 years of experience in designing web as per latest technologies.Determining the structure and design of web pages.Optimizing web pages for maximum speed and scalability.Experience with responsive and adaptive de, Web Front End Developer Job 
< 1 Year,"Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.2-3 years of experience in working as full stack developerStrong Knowle", Full Stack Web Developer - JAVA Job 
1 Year Job Exp.,"Strong knowledge of the following frameworks/libraries/languages.Django Rest FrameworkDjango FrameworkDjango ORM and SQL AlchemyPython, SQL, Testing ToolsJavascript, NextJS, JQuery, HTML/CSS, Bootstrap.Str", Python Developer Job 
2 Years Job Exp.,"We are looking for the PHP developers to join our hardworking team of PHP developers.
PHP Developer&#39;s job is to work with the existing team on the system company provides as ERPs to the co", PHP Developers Job 
3 Years Job Exp.,"We are Looking Experienced Wordpres and PHP Developer to join our existing Web Development Team. The candidates must have sufficient experience in WordPress, PHP, MySql, Html, Css and JavaScript.", PHP/Wordpress Developer  Job 
2 Years Job Exp.,Immediate Hiring - Excellent Growth and Learning Opportunities for the right candidate.We prefer someone ready to join IMMIDIATELYJob Description:We are seeking a Graphics Designer to join our team who will be design, Graphics Designer Job 
5 Years Job Exp.,1 KEY SOLUTION is looking for a dedicated person who has more 4-5 years of hands on experince in Human Resource Management specially in Software House.Responsibilities:Maintai, HR Manager Job 
3 Years Job Exp.,"We are looking for a React Native developer Female interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams r", React Native Developer Female Job 
Job for Fresh Graduates,"The selected candidates will be provided extensive training of work on AUTOCAD Designing and estimation, switchgear manufacturing and electrical designing.", Internship Job 
2 Years Job Exp.,The applicant must have 2 to 3 year experience of electrical switchgears and all electrical works. Execution and completion of project within scheduled time.,Online  Assistant Project Manager Job 
